,,, Experiment number: ,Unnamed: 1,#1767,Unnamed: 3
,,, Experiment date: ,,February-2-2018,
,,, Animal Strain: ,,,
,,, Animal Birthdate: ,,February-2-2018,
,,, Color of Animal: ,,Dark,
,,, Size of Animal: ,,Regular,
,,,Analysis Length:,,"23:51'38""",
,,,,,,
,,,Distance Traveled,=,257.51181,(meters)
,,,,,,
,,,,,,
 From Time ,  To Time  , Length(seconds) , Behavior ,Comment,,
"11:31'33""","11:31'34""",0.24,Remain RearUp,,Night,
"11:31'34""","11:31'44""",10.20,"HangCuddled(HangCudl, RemainHC)",,Night,
"11:31'44""","11:31'44""",0.24,HangVertically From HangCuddled,,,
"11:31'44""","11:31'54""",10.32,"HangCuddled(HangCudl, RemainHC)",,Night,
"11:31'54""","11:31'55""",0.24,Land Vertically,,Night,
"11:31'55""","11:31'55""",0.52,Forage,,Night,
"11:31'56""","11:31'56""",0.24,Rear up Partially,,Night,
"11:31'56""","11:31'56""",0.24,Remain Partially Reared,,Night,
"11:31'56""","11:31'56""",0.16,Come Down From Partially Reared,,Night,
"11:31'56""","11:31'56""",0.20,Forage,,Night,
"11:31'56""","11:31'57""",0.20,Dig,,Night,
"11:31'57""","11:31'57""",0.16,Forage,,Night,
"11:31'57""","11:31'57""",0.28,Remain Partially Reared,,Night,
"11:31'57""","11:31'58""",0.16,Forage,,,
"11:31'58""","11:31'59""",1.48,Remain RearUp,,Night,
"11:31'59""","11:32'00""",1.08,"HangCuddled(HangCudl, RemainHC)",,Night,
"11:32'00""","11:32'00""",0.36,Remain Partially Reared,,Night,
"11:32'00""","11:32'03""",2.64,"RearUp(RUfromPR, RemainRU)",,Night,
"11:32'03""","11:32'03""",0.24,Come Down,,Night,
"11:32'04""","11:32'04""",0.16,Forage,,Night,
"11:32'04""","11:32'05""",1.00,"RearUp(RUfromPR, RemainRU)",,Night,
"11:32'05""","11:32'05""",0.24,Hang Vertically From Rear Up,,Night,
"11:32'05""","11:32'05""",0.24,Land Vertically,,,
"11:32'05""","11:32'10""",4.68,"HangCuddled(HangCudl, RemainHC)",,,
"11:32'10""","11:32'10""",0.24,Land Vertically,,Night,
"11:32'10""","11:32'10""",0.24,Remain RearUp,,Night,
"11:32'10""","11:32'11""",0.48,"ComeDown(CDtoPR, CDfromPR)",,Night,
"11:32'11""","11:32'11""",0.56,Drink Spout1,,Night,
"11:32'11""","11:32'12""",0.24,Forage,,Night,
"11:32'12""","11:32'12""",0.16,Forage,,Night,
"11:32'12""","11:32'12""",0.32,Dig,,Night,
"11:32'12""","11:32'13""",0.56,Forage,,Night,
"11:32'13""","11:32'13""",0.56,Dig,,Night,
"11:32'13""","11:32'14""",0.08,Forage,,Night,
"11:32'14""","11:32'14""",0.40,Dig,,Night,
"11:32'14""","11:32'14""",0.16,Forage,,Night,
"11:32'14""","11:32'14""",0.28,Forage,,,
"11:32'15""","11:32'15""",0.56,Forage,,,
"11:32'15""","11:32'17""",1.48,"RearUp(RUtoPR, RUfromPR, RemainRU)",,>B_L(Night),
"11:32'17""","11:32'19""",2.40,"HangCuddled(HangCudl, RemainHC)",,Night,
"11:32'19""","11:32'19""",0.24,Walk Right,,Night,
"11:32'19""","11:32'20""",0.96,Remain Hang Cuddled,,Night,
"11:32'20""","11:32'21""",1.20,"HangVertically(HVfromHC, RemainHV)",,Night,
"11:32'21""","11:32'22""",0.24,Hang Cuddled,,Night,
"11:32'22""","11:32'22""",0.24,HangVertically From HangCuddled,,,
"11:32'22""","11:32'23""",1.44,"HangCuddled(HangCudl, RemainHC)",,Night,
"11:32'23""","11:32'24""",0.24,Walk Slowly,,Night,
"11:32'24""","11:32'24""",0.24,Come Down From Partially Reared,,Night,
"11:32'24""","11:32'24""",0.24,Forage,,Night,
"11:32'24""","11:32'25""",0.24,Forage,,Night,
"11:32'25""","11:32'25""",0.20,Dig,,Night,
"11:32'25""","11:32'25""",0.28,Rear up Partially,,Night,
"11:32'25""","11:32'25""",0.24,Remain Partially Reared,,Night,
"11:32'25""","11:32'26""",0.20,Come Down From Partially Reared,,,
"11:32'26""","11:32'26""",0.56,Forage,,Night,
"11:32'26""","11:32'26""",0.28,Rear up Partially,,,
"11:32'26""","11:32'27""",0.24,Remain Partially Reared,,Night,
"11:32'27""","11:32'27""",0.48,"RearUp(RUfromPR, RemainRU)",,Night,
"11:32'27""","11:32'28""",0.48,"ComeDown(CDtoPR, CDfromPR)",,Night,
"11:32'28""","11:32'28""",0.08,Forage,,Night,
"11:32'28""","11:32'28""",0.16,Dig,,Night,
"11:32'28""","11:32'28""",0.28,Rear up Partially,,Night,
"11:32'28""","11:32'30""",1.20,Remain Partially Reared,,Night,
"11:32'30""","11:32'30""",0.48,"RearUp(RUfromPR, RemainRU)",,Night,
"11:32'30""","11:32'30""",0.24,Come Down,,Night,
"11:32'30""","11:32'31""",0.20,Forage,,>PLF(Night),
"11:32'31""","11:32'31""",0.16,Dig,,Night,
"11:32'31""","11:32'33""",1.68,Remain Hang Vertically,,,
"11:32'33""","11:32'38""",5.76,"HangCuddled(HangCudl, RemainHC)",,Night,
"11:32'38""","11:32'39""",0.48,"HangVertically(HVfromHC, RemainHV)",,Night,
"11:32'39""","11:32'39""",0.24,Land Vertically,,Night,
"11:32'39""","11:32'41""",1.92,Sniff,,,
"11:32'41""","11:32'41""",0.24,Remain RearUp,,Night,
"11:32'41""","11:32'42""",0.24,Hang Vertically From Rear Up,,Night,
"11:32'42""","11:32'42""",0.48,"HangCuddled(HangCudl, RemainHC)",,Night,
"11:32'42""","11:32'43""",1.44,"HangVertically(HVfromHC, RemainHV)",,Night,
"11:32'43""","11:32'45""",1.44,"HangCuddled(HangCudl, RemainHC)",,Night,
"11:32'45""","11:32'45""",0.48,"HangVertically(HVfromHC, RemainHV)",,,
"11:32'45""","11:32'47""",1.92,"HangCuddled(HangCudl, RemainHC)",,Night,
"11:32'47""","11:32'48""",0.24,HangVertically From HangCuddled,,,
"11:32'48""","11:32'48""",0.24,Land Vertically,,Night,
"11:32'48""","11:32'48""",0.24,Remain RearUp,,Night,
"11:32'48""","11:32'48""",0.24,Come Down,,Night,
"11:32'48""","11:32'49""",0.20,Dig,,Night,
"11:32'49""","11:32'49""",0.16,Dig,,Night,
"11:32'49""","11:32'49""",0.16,Dig,,Night,
"11:32'50""","11:32'50""",0.16,Dig,,Night,
"11:32'50""","11:32'50""",0.64,"RearUp(RUtoPR, RUfromPR)",,Night,
"11:32'50""","11:32'51""",0.96,Sniff,,,
"11:32'51""","11:32'52""",0.24,Come Down,,Night,
"11:32'52""","11:32'52""",0.24,Rear up Partially,,Night,
"11:32'52""","11:32'53""",0.48,Sniff,,,
"11:32'53""","11:32'53""",0.72,"RearUp(RUfromPR, RemainRU)",,Night,
"11:32'53""","11:32'55""",1.80,"HangVertically(HVfromRU, RemainHV)",,Night,
"11:32'55""","11:32'55""",0.16,Forage,,Night,
"11:32'55""","11:32'56""",1.00,Sniff,,,
"11:32'56""","11:33'37""",40.32,Eat Zone1,,Night,
"11:33'37""","11:33'47""",10.08,Chew,,Night,
"11:33'47""","11:33'51""",4.32,Eat Zone1,,Night,
"11:33'51""","11:33'52""",0.48,Sniff,,,
"11:33'52""","11:33'52""",0.12,Forage,,Night,
"11:33'52""","11:33'52""",0.20,Forage,,Night,
"11:33'52""","11:33'52""",0.16,Dig,,Night,
"11:33'52""","11:33'53""",0.28,Walk Slowly,,Night,
"11:33'53""","11:33'53""",0.16,Dig,,Night,
"11:33'53""","11:33'53""",0.24,Forage,,face-front/back(Night),
"11:33'53""","11:33'53""",0.24,Dig,,Night,
"11:33'53""","11:33'53""",0.16,Forage,,face-right(Night),
"11:33'53""","11:33'54""",0.40,Dig,,Night,
"11:33'55""","11:33'55""",0.36,Rear up Partially,,Night,
"11:33'55""","11:33'55""",0.24,Come Down From Partially Reared,,Night,
"11:33'55""","11:33'57""",1.92,Eat Zone1,,Night,
"11:33'57""","11:33'58""",0.24,Sniff,,,
"11:33'58""","11:33'58""",0.20,Come Down From Partially Reared,,Night,
"11:33'58""","11:33'58""",0.32,Forage,,Night,
"11:33'58""","11:33'59""",0.24,Forage,,Night,
"11:33'59""","11:33'59""",0.16,Forage,,face-front/back(Night),
"11:33'59""","11:33'59""",0.28,Rear up Partially,,Night,
"11:33'59""","11:33'59""",0.24,Remain Partially Reared,,Night,
"11:33'59""","11:34'00""",0.20,Forage,,Night,
"11:34'00""","11:34'00""",0.28,Rear up Partially,,Night,
"11:34'00""","11:34'01""",0.72,Remain Partially Reared,,,
"11:34'01""","11:34'01""",0.20,Come Down From Partially Reared,,Night,
"11:34'01""","11:34'01""",0.28,Forage,,Night,
"11:34'02""","11:34'02""",0.24,Rear up Partially,,Night,
"11:34'02""","11:34'02""",0.48,Remain Partially Reared,,Night,
"11:34'02""","11:34'03""",0.24,Come Down From Partially Reared,,Night,
"11:34'04""","11:34'04""",0.28,Forage,,Night,
"11:34'04""","11:34'04""",0.16,Dig,,Night,
"11:34'04""","11:34'04""",0.08,Forage,,Night,
"11:34'04""","11:34'05""",0.40,Dig,,face-front/back(Night),
"11:34'05""","11:34'05""",0.44,Forage,,Night,
"11:34'05""","11:34'05""",0.24,Dig,,Night,
"11:34'06""","11:34'06""",0.08,Forage,,Night,
"11:34'06""","11:34'06""",0.32,Dig,,Night,
"11:34'06""","11:34'06""",0.36,Forage,,Night,
"11:34'06""","11:34'07""",0.28,Remain Partially Reared,,Night,
"11:34'07""","11:34'07""",0.72,Eat Zone1,,Night,
"11:34'07""","11:34'08""",0.24,Chew,,Night,
"11:34'08""","11:34'10""",1.92,Eat Zone1,,Night,
"11:34'10""","11:34'10""",0.72,Remain Partially Reared,,Night,
"11:34'10""","11:34'10""",0.24,Come Down From Partially Reared,,Night,
"11:34'10""","11:34'11""",0.28,Forage,,Night,
"11:34'11""","11:34'11""",0.16,Dig,,Night,
"11:34'12""","11:34'12""",0.16,Dig,,,
"11:34'12""","11:34'12""",0.20,Forage,,Night,
"11:34'12""","11:34'13""",0.16,Forage,,Night,
"11:34'13""","11:34'13""",0.44,Forage,,Night,
"11:34'15""","11:34'17""",2.64,Eat Zone1,,Night,
"11:34'17""","11:34'18""",0.24,Come Down From Partially Reared,,Night,
"11:34'18""","11:34'18""",0.20,Forage,,,
"11:34'18""","11:34'19""",0.24,Forage,,face-front/back(Night),
"11:34'19""","11:34'19""",0.76,Dig,,Night,
"11:34'19""","11:34'20""",0.76,Eat Zone1,,face-front/back(Night),
"11:34'20""","11:34'20""",0.24,Remain Partially Reared,,,
"11:34'20""","11:34'21""",0.24,Come Down From Partially Reared,,face-front/back(Night),
"11:34'21""","11:34'21""",0.16,Dig,,Night,
"11:34'21""","11:34'21""",0.76,Eat Zone1,,Night,
"11:34'21""","11:34'22""",0.24,Chew,,Night,
"11:34'22""","11:34'34""",12.72,Eat Zone1,,Night,
"11:34'34""","11:34'36""",1.20,Chew,,Night,
"11:34'36""","11:34'45""",9.12,Eat Zone1,,Night,
"11:34'45""","11:34'49""",3.84,Chew,,Night,
"11:34'49""","11:35'04""",15.12,Eat Zone1,,Night,
"11:35'04""","11:35'04""",0.48,Chew,,,
"11:35'04""","11:35'12""",7.92,Eat Zone1,,Night,
"11:35'12""","11:35'15""",2.88,Chew,,>PLR(Night),
"11:35'15""","11:35'31""",15.92,Eat Zone1,,>HdW(Night),
"11:35'31""","11:35'31""",0.24,Chew,,>HdW(Night),
"11:35'31""","11:35'47""",16.32,Eat Zone1,,,
"11:35'47""","11:35'48""",0.24,Sniff,,,
"11:35'48""","11:35'48""",0.24,Come Down From Partially Reared,,Night,
"11:35'49""","11:35'50""",1.20,Forage,,Night,
"11:35'51""","11:35'51""",0.08,Forage,,Night,
"11:35'51""","11:35'51""",0.16,Dig,,face-front/back(Night),
"11:35'51""","11:35'51""",0.12,Forage,,Night,
"11:35'51""","11:35'52""",1.04,Dig,,Night,
"11:35'52""","11:35'52""",0.08,Forage,,Night,
"11:35'52""","11:35'52""",0.32,Dig,,,
"11:35'52""","11:35'53""",0.16,Forage,,Night,
"11:35'53""","11:35'53""",0.16,Dig,,Night,
"11:35'53""","11:35'53""",0.24,Dig,,,
"11:35'53""","11:35'53""",0.16,Forage,,Night,
"11:35'53""","11:35'54""",0.24,Forage,,face-front/back(Night),
"11:35'54""","11:35'54""",0.16,Dig,,Night,
"11:35'54""","11:35'54""",0.16,Forage,,Night,
"11:35'54""","11:35'54""",0.24,Dig,,Night,
"11:35'54""","11:35'55""",0.56,Forage,,Night,
"11:35'55""","11:35'55""",0.16,Dig,,Night,
"11:35'55""","11:35'55""",0.32,Forage,,,
"11:35'55""","11:35'56""",1.00,Eat Zone1,,Night,
"11:35'56""","11:35'56""",0.16,Come Down From Partially Reared,,Night,
"11:35'57""","11:35'57""",0.36,Forage,,Night,
"11:35'57""","11:35'58""",1.00,Dig,,Night,
"11:35'58""","11:35'58""",0.08,Forage,,Night,
"11:35'58""","11:35'59""",0.48,Forage,,face-right(Night),
"11:35'59""","11:35'59""",0.20,Dig,,,
"11:35'59""","11:35'59""",0.44,Forage,,,
"11:36'00""","11:36'00""",0.08,Forage,,Night,
"11:36'00""","11:36'00""",0.16,Forage,,,
"11:36'01""","11:36'01""",0.16,Walk Slowly,,Night,
"11:36'01""","11:36'04""",2.84,Forage,,Night,
"11:36'04""","11:36'04""",0.16,Dig,,Night,
"11:36'04""","11:36'05""",0.64,Forage,,Night,
"11:36'05""","11:36'05""",0.16,Dig,,Night,
"11:36'05""","11:36'05""",0.28,Rear up Partially,,Night,
"11:36'05""","11:36'06""",0.72,Remain Partially Reared,,Night,
"11:36'06""","11:36'06""",0.24,Come Down From Partially Reared,,Night,
"11:36'06""","11:36'07""",0.28,Dig,,Night,
"11:36'07""","11:36'07""",0.08,Rear up Partially,,Night,
"11:36'07""","11:36'10""",3.72,Groom,,B_L(Night),
"11:36'10""","11:36'12""",1.48,Forage,,Night,
"11:36'12""","11:36'12""",0.08,Forage,,Night,
"11:36'12""","11:36'12""",0.12,Forage,,Night,
"11:36'12""","11:36'13""",0.08,Forage,,Night,
"11:36'13""","11:36'17""",4.44,Groom,,B_L(Night),
"11:36'17""","11:36'17""",0.28,Dig,,Night,
"11:36'17""","11:36'28""",10.64,Groom,,B_L(Night),
"11:36'28""","11:36'28""",0.60,Dig,,Night,
"11:36'28""","11:36'29""",0.12,Forage,,Night,
"11:36'29""","11:36'29""",0.24,Dig,,Night,
"11:36'29""","11:36'29""",0.16,Forage,,Night,
"11:36'29""","11:36'29""",0.24,Dig,,Night,
"11:36'29""","11:36'34""",4.40,Groom,,PLR<-PLF<-HdW(Night),
"11:36'38""","11:36'38""",0.12,Forage,,Night,
"11:36'38""","11:36'38""",0.24,Dig,,face-front/back(Night),
"11:36'38""","11:36'39""",0.68,Forage,,,
"11:36'39""","11:36'39""",0.20,Forage,,,
"11:36'39""","11:36'40""",0.76,Dig,,Night,
"11:36'40""","11:36'51""",11.16,Groom,,B_L(Night),
"11:36'51""","11:36'51""",0.24,Forage,,face-front/back(Night),
"11:36'58""","11:36'58""",0.56,Forage,,Night,
"11:36'58""","11:36'58""",0.36,Dig,,Night,
"11:36'58""","11:36'59""",0.88,Forage,,Night,
"11:36'59""","11:37'00""",0.32,Dig,,Night,
"11:37'00""","11:37'00""",0.16,Forage,,Night,
"11:37'00""","11:37'00""",0.36,Dig,,Night,
"11:37'00""","11:37'01""",0.24,Dig,,Night,
"11:37'01""","11:37'01""",0.48,Dig,,face-front/back(Night),
"11:37'01""","11:37'02""",1.00,Forage,,Night,
"11:37'02""","11:37'02""",0.24,Dig,,,
"11:37'03""","11:37'03""",0.40,Dig,,Night,
"11:37'03""","11:37'03""",0.24,Forage,,,
"11:37'03""","11:37'04""",0.32,Dig,,face-front/back(Night),
"11:37'04""","11:37'04""",0.44,Forage,,Night,
"11:37'04""","11:37'04""",0.24,Dig,,Night,
"11:37'04""","11:37'05""",0.40,Forage,,Night,
"11:37'05""","11:37'05""",0.36,Dig,,Night,
"11:37'06""","11:37'06""",0.16,Dig,,Night,
"11:37'06""","11:37'06""",0.16,Forage,,Night,
"11:37'06""","11:37'07""",0.16,Forage,,Night,
"11:37'07""","11:37'07""",0.16,Forage,,Night,
"11:37'07""","11:37'07""",0.16,Forage,,Night,
"11:37'07""","11:37'07""",0.20,Walk Slowly,,Night,
"11:37'07""","11:37'08""",0.16,Forage,,Night,
"11:37'08""","11:37'08""",0.16,Forage,,Night,
"11:37'08""","11:37'08""",0.16,Forage,,Night,
"11:37'08""","11:37'09""",0.24,Dig,,Night,
"11:37'09""","11:37'09""",0.36,Forage,,Night,
"11:37'09""","11:37'10""",0.68,Dig,,Night,
"11:37'10""","11:37'13""",3.08,No Data,,>HdW,
"11:37'13""","11:37'13""",0.24,Stretch Body,,Night,
"11:37'13""","11:37'13""",0.24,Forage,,face-front/back(Night),
"11:37'13""","11:37'50""",36.24,Remain Hang Cuddled,,face-front/back(Night),
"11:37'50""","11:37'53""",3.24,No Data,,face-front/back,
"11:37'53""","11:37'53""",0.24,Stretch Body,,Night,
"11:37'53""","11:37'53""",0.16,Dig,,face-front/back(Night),
"11:37'54""","11:37'54""",0.16,Forage,,Night,
"11:37'54""","11:37'54""",0.32,Forage,,Night,
"11:37'55""","11:37'55""",0.16,Forage,,,
"11:37'55""","11:37'55""",0.16,Dig,,face-front/back(Night),
"11:37'55""","11:37'55""",0.16,Forage,,Night,
"11:37'56""","11:37'56""",0.20,Dig,,Night,
"11:37'56""","11:37'56""",0.20,Forage,,Night,
"11:37'56""","11:37'56""",0.20,Forage,,Night,
"11:37'56""","11:37'57""",0.20,Dig,,,
"11:37'57""","11:37'57""",0.12,Forage,,face-front/back(Night),
"11:37'57""","11:37'57""",0.16,Forage,,Night,
"11:37'57""","11:37'57""",0.28,Forage,,Night,
"11:37'58""","11:37'58""",0.32,Forage,,face-front/back(Night),
"11:37'58""","11:37'58""",0.40,Dig,,Night,
"11:37'58""","11:37'59""",0.16,Forage,,Night,
"11:37'59""","11:37'59""",0.24,Dig,,Night,
"11:37'59""","11:37'59""",0.08,Forage,,face-left(Night),
"11:37'59""","11:37'59""",0.16,Dig,,face-right(Night),
"11:37'59""","11:37'59""",0.16,Dig,,Night,
"11:38'00""","11:38'00""",0.16,Forage,,Night,
"11:38'00""","11:38'00""",0.24,Dig,,Night,
"11:38'00""","11:38'01""",0.28,Forage,,Night,
"11:38'01""","11:38'01""",0.52,Dig,,Night,
"11:38'01""","11:38'01""",0.16,Forage,,Night,
"11:38'01""","11:38'02""",0.40,Dig,,Night,
"11:38'02""","11:38'02""",0.24,Forage,,Night,
"11:38'02""","11:38'02""",0.32,Forage,,Night,
"11:38'02""","11:38'03""",0.24,Dig,,Night,
"11:38'03""","11:38'03""",0.88,Forage,,Night,
"11:38'03""","11:38'04""",0.16,Dig,,Night,
"11:38'04""","11:38'05""",1.12,Forage,,Night,
"11:38'05""","11:38'05""",0.28,Dig,,Night,
"11:38'05""","11:38'05""",0.40,Forage,,,
"11:38'05""","11:38'06""",0.20,Dig,,Night,
"11:38'06""","11:38'06""",0.60,Forage,,Night,
"11:38'06""","11:38'06""",0.16,Forage,,Night,
"11:38'07""","11:38'07""",0.16,Forage,,Night,
"11:38'07""","11:38'07""",0.28,Rear up Partially,,Night,
"11:38'07""","11:38'07""",0.48,Remain Partially Reared,,,
"11:38'08""","11:38'08""",0.16,Forage,,Night,
"11:38'08""","11:38'08""",0.40,Rear up Partially,,Night,
"11:38'08""","11:38'11""",2.84,No Data,,,
"11:38'11""","11:38'21""",10.32,Remain Hang Cuddled,,Night,
"11:38'21""","11:38'24""",3.04,No Data,,,
"11:38'25""","11:38'25""",0.20,Forage,,Night,
"11:38'25""","11:38'25""",0.16,Forage,,Night,
"11:38'25""","11:38'25""",0.20,Walk Right,,>B_L(Night),
"11:38'25""","11:38'25""",0.16,Forage,,Night,
"11:38'25""","11:38'26""",0.28,Walk Right,,Night,
"11:38'26""","11:38'26""",0.24,Remain Partially Reared,,Night,
"11:38'26""","11:38'26""",0.24,Walk Slowly,,Night,
"11:38'26""","11:38'27""",0.48,Remain Partially Reared,,Night,
"11:38'27""","11:38'27""",0.24,Come Down From Partially Reared,,Night,
"11:38'27""","11:38'27""",0.24,Rear up Partially,,Night,
"11:38'27""","11:38'27""",0.24,Come Down From Partially Reared,,Night,
"11:38'28""","11:38'28""",0.24,Rear up Partially,,Night,
"11:38'28""","11:38'28""",0.24,Come Down From Partially Reared,,Night,
"11:38'29""","11:38'29""",0.16,Dig,,Night,
"11:38'29""","11:38'29""",0.28,Dig,,Night,
"11:38'29""","11:38'29""",0.16,Dig,,Night,
"11:38'29""","11:38'30""",0.24,Dig,,,
"11:38'30""","11:38'30""",0.40,Forage,,Night,
"11:38'31""","11:38'31""",0.16,Forage,,Night,
"11:38'31""","11:38'31""",0.16,Forage,,Night,
"11:38'31""","11:38'31""",0.20,Dig,,Night,
"11:38'31""","11:38'32""",0.16,Dig,,>HdW(Night),
"11:38'32""","11:38'32""",0.20,Stretch Body,,Night,
"11:38'32""","11:38'32""",0.20,Dig,,,
"11:38'32""","11:38'32""",0.16,Forage,,,
"11:38'33""","11:38'33""",0.24,Forage,,,
"11:38'33""","11:38'33""",0.28,Forage,,Night,
"11:38'33""","11:38'33""",0.08,Forage,,Night,
"11:38'33""","11:38'34""",0.16,Forage,,Night,
"11:38'34""","11:38'34""",0.16,Forage,,Night,
"11:38'34""","11:38'34""",0.28,Forage,,Night,
"11:38'34""","11:38'34""",0.16,Forage,,Night,
"11:38'35""","11:38'35""",0.16,Forage,,,
"11:38'35""","11:38'35""",0.28,Forage,,,
"11:38'35""","11:38'35""",0.16,Dig,,Night,
"11:38'36""","11:38'36""",0.16,Dig,,Night,
"11:38'36""","11:38'36""",0.36,Dig,,Night,
"11:38'36""","11:38'36""",0.28,Rear up Partially,,Night,
"11:38'36""","11:38'37""",0.24,Come Down From Partially Reared,,Night,
"11:38'37""","11:38'37""",0.16,Dig,,Night,
"11:38'37""","11:38'37""",0.16,Forage,,Night,
"11:38'38""","11:38'38""",0.08,Forage,,>B_L(Night),
"11:38'38""","11:38'38""",0.32,Dig,,Night,
"11:38'38""","11:38'38""",0.32,Dig,,Night,
"11:38'39""","11:38'39""",0.20,Dig,,Night,
"11:38'39""","11:38'39""",0.28,Dig,,Night,
"11:38'40""","11:38'40""",0.12,Forage,,Night,
"11:38'40""","11:38'40""",0.16,Dig,,,
"11:38'40""","11:38'40""",0.56,Forage,,Night,
"11:38'40""","11:38'41""",0.52,Dig,,Night,
"11:38'41""","11:38'41""",0.32,Forage,,Night,
"11:38'41""","11:38'42""",0.20,Dig,,Night,
"11:38'42""","11:38'42""",0.40,Forage,,>B_L(Night),
"11:38'42""","11:38'42""",0.20,Dig,,,
"11:38'42""","11:38'43""",1.00,Forage,,Night,
"11:38'43""","11:38'44""",0.64,Forage,,Night,
"11:38'44""","11:38'44""",0.16,Dig,,Night,
"11:38'44""","11:38'45""",0.44,Forage,,,
"11:38'45""","11:38'45""",0.12,Forage,,Night,
"11:38'45""","11:38'45""",0.28,Dig,,Night,
"11:38'45""","11:38'45""",0.20,Forage,,Night,
"11:38'45""","11:38'46""",0.20,Dig,,Night,
"11:38'46""","11:38'46""",0.12,Forage,,,
"11:38'46""","11:38'46""",0.20,Dig,,Night,
"11:38'46""","11:38'46""",0.08,Forage,,Night,
"11:38'46""","11:38'46""",0.24,Dig,,Night,
"11:38'46""","11:38'46""",0.16,Forage,,Night,
"11:38'47""","11:38'47""",0.24,Forage,,Night,
"11:38'48""","11:38'48""",0.28,Forage,,,
"11:38'48""","11:38'48""",0.16,Forage,,,
"11:38'49""","11:38'50""",0.68,Forage,,Night,
"11:38'50""","11:38'50""",0.28,Dig,,Night,
"11:38'50""","11:38'50""",0.28,Forage,,Night,
"11:38'50""","11:38'51""",0.84,Forage,,Night,
"11:38'51""","11:38'52""",0.20,Forage,,Night,
"11:38'52""","11:38'56""",4.64,Groom,,B_L(Night),
"11:38'56""","11:38'56""",0.12,Forage,,Night,
"11:38'56""","11:38'57""",0.20,Dig,,Night,
"11:38'57""","11:38'58""",0.96,Forage,,Night,
"11:38'58""","11:38'58""",0.16,Dig,,Night,
"11:38'59""","11:38'59""",0.16,Forage,,Night,
"11:38'59""","11:38'59""",0.24,Dig,,Night,
"11:38'59""","11:39'00""",0.16,Forage,,Night,
"11:39'00""","11:39'00""",0.20,Dig,,Night,
"11:39'00""","11:39'00""",0.20,Forage,,Night,
"11:39'00""","11:39'00""",0.32,Dig,,Night,
"11:39'00""","11:39'00""",0.08,Forage,,,
"11:39'00""","11:39'01""",0.40,Dig,,,
"11:39'01""","11:39'01""",0.32,Forage,,Night,
"11:39'01""","11:39'01""",0.12,Forage,,Night,
"11:39'01""","11:39'02""",0.28,Forage,,Night,
"11:39'02""","11:39'02""",0.28,Dig,,Night,
"11:39'02""","11:39'02""",0.32,Dig,,Night,
"11:39'02""","11:39'03""",0.20,Forage,,Night,
"11:39'03""","11:39'03""",0.40,Rear up Partially,,Night,
"11:39'03""","11:39'04""",0.48,Remain Partially Reared,,Night,
"11:39'04""","11:39'04""",0.20,Dig,,Night,
"11:39'04""","11:39'04""",0.16,Forage,,face-right(Night),
"11:39'04""","11:39'04""",0.24,Dig,,Night,
"11:39'04""","11:39'04""",0.16,Forage,,,
"11:39'04""","11:39'05""",0.52,Dig,,Night,
"11:39'05""","11:39'05""",0.12,Forage,,,
"11:39'05""","11:39'05""",0.16,Dig,,Night,
"11:39'05""","11:39'05""",0.16,Forage,,Night,
"11:39'06""","11:39'06""",0.16,Forage,,Night,
"11:39'07""","11:39'07""",0.20,Dig,,Night,
"11:39'07""","11:39'07""",0.16,Forage,,Night,
"11:39'07""","11:39'07""",0.16,Forage,,Night,
"11:39'08""","11:39'08""",0.16,Dig,,Night,
"11:39'08""","11:39'08""",0.16,Dig,,,
